id	section	line	family	grade	effective	written	stated_date	pre_cluster	condition_met	numbers	chars	target	live_flags	dead_flags	scenes	noisy_instruments	cross	address	retest
plants:151	plants	890	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	564	src/sim/update.rs						src/sim/update.rs fn update_cell (organism-transport comment before the material dispatch)	Holds while organism scalars live in OrganismState and transport must keep running for settled (asleep) chunks.
plants:152	plants	892	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	552	src/sim/world.rs					field,structural	src/sim/world.rs field seed (struct World doc)	Holds while ids are assigned in planting order; position keying is stable under save/load by construction.
plants:153	plants	894	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	571	src/sim/world.rs						src/sim/world.rs fn organism_active_tip_count	Holds while dispatch pops sites off the heap before ticking. If the cell-list count ever shows in a profile, cache the type in the sidecar rather than returning to heap scans.
plants:154	plants	897	ONLY-IF	NUMBERS	2026-08-24	2026-08-24	2026-08-23	Y		6	967	src/sim/plant.rs						src/sim/plant.rs `organism_upkeep` die-back block (full account: `Reports/plant-economy-rederivation-2026-08-23.md` §2.1)	Only if `q_now` is ever computed over the true topology rather than a spanning tree. `q_now` itself is kept and is correct for whole-plant questions; it is per-*cell* conclusions from it that do not hold.
plants:155	plants	899	UNCLASSIFIED	NUMBERS	2026-08-24	2026-08-24		Y		4	551	src/sim/plant.rs						src/sim/plant.rs `organism_upkeep` die-back trigger (same report, §2.2)	
plants:156	plants	900	UNCLASSIFIED	NUMBERS	2026-08-24	2026-08-24		Y		3	633	src/sim/plant.rs						src/sim/plant.rs die-back candidate exclusions (same report, §2.2)	
plants:157	plants	901	UNCLASSIFIED	ARGUED-ONLY	2026-08-24	2026-08-24		Y		1	537	src/sim/plant.rs						src/sim/plant.rs die-back foliage exclusion (same report, §2.2)	
plants:158	plants	902	ONLY-IF	NUMBERS	2026-08-24	2026-08-24	2026-08-23	Y		7	1110	src/sim/plant.rs					liquids	src/sim/plant.rs `break_root_tips` (full account at the call site; `Reports/plant-economy-rederivation-2026-08-23.md` §6)	Only with a gate that can tell "this plant is at its ceiling" from "this plant is in trouble" — the same distinction `break_buds`' own defect note needs and which `q_peak`'s high-water memory exists to make. `ROOT_TIP_POOR` still reads 0 and the exit is still structurally unreachable while a trunk holds carbon; §U is not closed.
plants:159	plants	904	UNCLASSIFIED	NUMBERS	2026-08-24	2026-08-24		Y		4	968	src/sim/plant.rs					liquids	src/sim/plant.rs `SecondaryThicken` arm (same report, §8)	Free thickening is a real hole and the treadmill is real; a replacement wants the charge to come out of the same allocation pool extension draws from rather than out of the thickening cell's own carbon, which transport refills. Belongs with P5's reserve-mobilisation work, where the `q_peak` memory that distinguishes "lost foliage" from "never had any" already lives.
plants:160	plants	906	UNCLASSIFIED	NUMBERS	2026-08-24	2026-08-24		Y		6	637	src/sim/plant.rs					liquids	src/sim/plant.rs `MEAN_NIGHT_INCOME_FACTOR` (same report, §5)	
plants:161	plants	908	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-24	2026-08-24	2026-08-24	Y		8	2254	src/sim/plant.rs						`src/sim/plant.rs` fn allocate_to_frontier, the donor sort; measured 2026-08-24	The bit-identity half is permanent while the sort's tie order is left to the standard library — **the lookup win and bit-identity are mutually exclusive here**, because the key can only be cached by putting it in the element. It reopens the moment an explicit positional tie-break is added to the comparator (`.then(a.cmp(b))`), which makes the order a function of the comparator alone and therefore independent of both the element type and the library's implementation. That is a behaviour change in its own right and is an owner decision, not a free one — but note the standing risk it would remove: **as written, a Rust upgrade that retunes ipnsort can silently change how every plant in the world grows**, and nothing in the suite would catch it.
plants:162	plants	911	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-29	2026-08-29	2026-08-29	Y		4	1679	src/sim/plant.rs						`src/sim/plant.rs` `Behavior::Ripen` arm, the "charged from the reproductive budget" note; measured 2026-08-29	The rejection depends entirely on organs being *donors* in `allocate_to_frontier`. A fruit is a strong sink in real plants, and if that function ever learns to fund organs -- the source-sink model `plant-equilibrium-costs-2026-08-27.md` §10b gestures at -- then charging at the cell becomes payable and this reopens. Note the distinction that makes the split principled rather than a workaround, and which survives either way: **construction** (building the cells) is charged at the decision from the acting cell, per the owner's 2026-08-27 ruling; **provisioning** a fruit is reproduction and belongs on the reproductive account regardless.
plants:163	plants	913	NEEDS-WORK	DATED-MEASUREMENT	2026-08-29	2026-08-29	2026-08-29	Y		8	1222	assets/species/herb.ron						`assets/species/herb.ron` header, the turgor-bound paragraph; measured 2026-08-29	Not a rejection of a mechanism, a rejection of setting the two independently. `after_metamers x plastochron` is a path length and it must sit well inside `(turgor_source - turgor_yield) / turgor_per_cell`; 0.46 against a terminal at 40 is the margin that works. Anything that changes the turgor model, `turgor_taper`'s shape, or how `path_len` accumulates re-opens the arithmetic for every determinate species at once.
plants:164	plants	915	PERMANENT	DATED-MEASUREMENT	2026-08-29	2026-08-29	2026-08-29	Y		2	960	assets/species/herb.ron						`assets/species/herb.ron` `max_active_tips`; measured 2026-08-29	Permanent while the gate is `>=` against a count that includes the asking cell. A gate written as "tips *other than me*" would make 1 mean what it looks like -- worth doing only alongside re-deriving every species' cap, since they were all authored against the current meaning.
plants:165	plants	918	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-30	2026-08-30	2026-08-30	Y		20	2255	examples/selection_arena.rs				selection_arena	liquids	`examples/selection_arena.rs` `moisture=` / `assets/species/*.ron` `Germinate.soil_water_threshold`; measured 2026-08-30	The rejection is of *soil moisture as the lever*, not of water as a selective pressure. It reopens the moment either constant moves -- lower `soil_water_threshold`, or raise the uptake price (`Absorb.rate`, `SOIL_UPTAKE_PER_TICK`) -- since those are what close the band between "a seed will start" and "water limits growth". It does **not** reopen by running the same bed longer or on more seeds. And note the deeper reason the arm was flat even in the real drought: uptake is `rate x available` per *wet neighbour*, so what earns is contact with wet soil, and in a drawn-down bed the bed sets that -- the handicap removed 23% of root cells and **3%** of uptake surface. Any change that makes contact scale with branching (a per-cell depletion zone) invalidates that half.
creatures:001	creatures	923	PERMANENT	DATED-MEASUREMENT	2026-09-06	2026-09-06	2026-09-06			8	2062	src/sim/creature.rs	PART_KEEP_GRAPH		colony		plants	`src/sim/creature.rs` `is_partable` / `organism::Parted` on woody tissue -- letting a body *occupy* a trunk the way it occupies foliage; measured 2026-09-06	never as a route to walking through wood -- crossing is strictly better and cheaper. The entry survives because the **grid-resolved-ownership** trap is general: any future mechanism that puts a non-plant cell where a plant's own cell was inherits it, and the first symptom is plants dying rather than anything about the mechanism.
creatures:002	creatures	926	PERMANENT	NUMBERS	2026-09-06	2026-09-06	2026-09-06			3	1453	Reports/creature-tissue-parting-2026-09-06.md					plants	`Reports/creature-tissue-parting-2026-09-06.md` §5 (first draft) -- "wood should stay solid because an ant walking through a trunk is less realistic than one walking round it"; overturned by the owner 2026-09-06	never. Recorded because the failure mode is reusable -- a justification built on "the grid cannot represent X" should be checked against every X the grid cannot represent, not only the one that prompted it.
creatures:003	creatures	928	PERMANENT	DATED-MEASUREMENT	2026-09-06	2026-09-06	2026-09-06			15	1868	src/sim/creature.rs	TISSUE_PARTING		colony,hedge		plants	`src/sim/creature.rs` `is_soft_tissue` / `Reports/creature-tissue-parting-2026-09-06.md` §2 — "making foliage passable will unblock ants in a wood"; measured 2026-09-06	never on the mechanism -- parting shipped and is right on its own terms. What is untested is whether biasing `tumble` toward headings running *along* an obstruction closes the 69-96% without making wood soft; that is a `tumble` change and this entry exists so the next session proposing "make wood passable" reads the trunk number first.
creatures:004	creatures	930	UNCLASSIFIED	DATED-MEASUREMENT	2026-09-06	2026-09-06	2026-09-06			2	812	examples/ascii			colony,hedge	ascii	plants,powders	`examples/ascii` as evidence about creature-plant interaction; measured 2026-09-06	a creature scene in `ascii` grows or is given living plants; until then, quote `scene=hedge` or `scene=colony` for any creature-versus-plant claim, never `ascii`.
creatures:005	creatures	932	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	630	README.md					plants	README.md 'M18 status' — 'A worm is one MaterialKind::Creature cell' paragraph	Holds while the organism substrate (generational allocator, 12-bit index with generation-wrap counter) is the identity mechanism.
creatures:006	creatures	934	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	679	README.md					field,structural	README.md 'M18 status' — independent-review paragraph on worm_tick and FLAG_BURNING	Applies to any new organism tick path; guarded by a_burning_worm_keeps_burning_even_when_its_movement_tick_comes_due.
creatures:007	creatures	936	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	680	Reports/creature-direction.md					powders	Reports/creature-direction.md §0 Decision log, D1	§13h narrows this: D1 rejected rotation, not width — translation-only Rigid(offsets) bodies were later built (beetle) and work, buying the tunnel-refuge property for free. Rotation remains the do-not; a walking creature needs only mirrored left/right templates.
creatures:008	creatures	938	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22	2026-08-17	Y		1	544	Reports/creature-direction.md						Reports/creature-direction.md §0 Decision log, D4	Unknown — recorded as settled with the owner (2026-08-17); re-litigating requires an owner decision, not new measurement.
creatures:009	creatures	940	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	546	Reports/creature-direction.md					field	Reports/creature-direction.md §0 Decision log, D5	The hard line still holds at colony scale, where the field is the mechanism.
creatures:010	creatures	942	HOLDS-WHILE	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		1	730	Reports/creature-direction.md						Reports/creature-direction.md §13b The homing half does not close	Holds for surface-walking creatures in the side-view world; the triad works for followers in open 2D (which is what sensor_offset was originally fitted on).
creatures:011	creatures	944	UNCLASSIFIED	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		0	559	Reports/creature-direction.md					worldgen	Reports/creature-direction.md §13c double_bridge measured the terrain	Re-promote to an assertion only once genuine path selection exists (post-§13e homing landed; assertions were still printed notes at last record).
creatures:012	creatures	946	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		3	426	Reports/creature-direction.md						Reports/creature-direction.md §13d Corrections (action gating)	Holds while outputs go through squash(x)=x/(1+|x|).
creatures:013	creatures	948	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	310	Reports/creature-direction.md						Reports/creature-direction.md §13d Corrections (eat gate)	Unconditional for creatures that both eat and carry.
creatures:014	creatures	950	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	459	Reports/creature-direction.md						Reports/creature-direction.md §13e (found_colony spacing)	Holds while creatures are mutually impassable; letting ants pass over one another would reopen it.
creatures:015	creatures	952	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		6	561	Reports/creature-direction.md					destruction	Reports/creature-direction.md §13e Homing, built (gate pair offset)	§13l adds the flip side: at ±30 the gate is mutation-fragile (a +10 perturbation collapses the swing to 0.217), so Stage-4 mutation must be per-weight scaled or the gate re-expressed at O(1).
creatures:016	creatures	954	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	371	Reports/creature-direction.md		TUMBLE_ON_FAILED_MOVE				Reports/creature-direction.md §13e Homing, built (tumble)	Holds for run-and-tumble chemotaxis with the current move economy.
creatures:017	creatures	956	UNCLASSIFIED	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		0	465	Reports/creature-direction.md					plants,structural	Reports/creature-direction.md §13f (Crowding->Move) / §10 P-12	Measured in the regrowing-leaves economy; the flat-world 'inert' reading was an artifact of the broken economy (§13f).
creatures:018	creatures	958	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	539	Reports/creature-direction.md						Reports/creature-direction.md §13f (zero-genome control)	§13n adds the limit: a control cancels a handicap shared by both arms (the plant_ant placement bug survived it), so pair the control with an arithmetic sanity check of the absolute number.
creatures:019	creatures	960	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	585	Reports/creature-direction.md					worldgen	Reports/creature-direction.md §13f The landscape was flat because the economy was broken	The economy was repaired by regrowing food (herbivory) — ablations are meaningful only in an economy where the loop can actually run.
creatures:020	creatures	962	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		4	671	Reports/creature-direction.md					worldgen	Reports/creature-direction.md §13g Scenes must run in the environment the mechanism was verified in	Holds for behaviour scenes; hand-built geometry remains fine for claims that are genuinely geometric (and then one creature per world, per §13h).
creatures:021	creatures	964	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		7	561	Reports/creature-direction.md						Reports/creature-direction.md §13i Readiness check	Repaired by §13n/§13o: with placement fixed, an 18,000-frame horizon and moss, foraging pays (+0.187 to +0.343); the genome sweep is legitimate only in that regime.
creatures:022	creatures	966	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		4	636	Reports/creature-direction.md					plants	Reports/creature-direction.md §13j The synapse tax was 80% of a life	synapse_cost only means anything relative to start_energy; any species with a different budget, or a future body-size/metabolism parameter, must re-derive it.
creatures:023	creatures	968	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		4	675	Reports/creature-direction.md					plants	Reports/creature-direction.md §13k / §13n (eat_energy columns)	The diagnostic that misled was a global eats counter shared with beetle predation; at the 3,000-tick horizon (§13o) the knob visibly resolves again.
creatures:024	creatures	970	UNCLASSIFIED	NUMBERS	2026-09-06	2026-08-23	2026-09-06		Y	16	3157	Reports/creature-direction.md					destruction,plants	Reports/creature-direction.md §13l (EnergyLedger)	~~Fixing it means food cells carrying the energy they are worth, the same work as putting plants (the sun) into the ledger — do predation-only accounting and you do it twice.~~ **Condition met and the re-test done (S3, 2026-08-23): food worth now lives on the material (`Material::food_energy` / `worth_in_aux`) rather than on the eater, which is exactly the "food cells carrying the energy they are worth" this line asked for — and the prediction held, in that it was done once for eating rather than twice.** ~~Two seams are still open and are the live re-test: nothing books a *destroyed* corpse (`world.rs`'s `meat_lost`), so `max_standing_meat` is an upper bound and not a bound;~~ **the destroyed-corpse seam closed later the same day (WP-6): `EnergyLedger::meat_lost` books fire, explosion and the brush at the three call sites that destroy a stamped cell, and `max_standing_meat` subtracts it — a bound now, with only meat in flight on a `Particle` keeping it a `<=`. Decay needed no hook: `corpse.ron` declares no `decays_into`.** ~~Decay needed no hook~~ — **CONDITION MET AND ACTED ON, 2026-09-06: `corpse.ron` declares `decays_into: "soil"` now, so decay is the fourth destruction path and `decay::tick` books it through the same shared `EnergyLedger::meat_worth_of` predicate. The bound survives; `the_standing_meat_never_exceeds_what_was_put_into_it` is green and `carrion_rots_away_and_books_the_meat_it_was_worth` asserts the booking as an identity and goes red with it removed. Note what the original clause was and was not: it was a statement about the *ledger*, never a decision that carrion should stand for ever, and reading it as the latter is what left a corpse plugging every gallery an animal died in (37 of 178 refilled void cells on `labnest`, unchanged from frame 6,000 to 18,000).** One seam left: the living-flesh stamp waits on S6, whose sink (a parent paying stamps) does not exist yet. Plants (the sun) are still outside the ledger entirely.
creatures:025	creatures	972	HOLDS-WHILE	ARGUED-ONLY	2026-08-29	2026-08-22	2026-08-29	Y	Y	1	1484	Reports/creature-direction.md					plants,structural	Reports/creature-direction.md §13l (GENOME_LEN growth table)	Holds for the row-major layout; ~~lawful only while nothing persists a genome (after Stage 4 any growth is a migration)~~ **CONDITION MET 2026-08-29: something persists a genome now.** `src/sim/species_export.rs` writes an individual back out as a species `.ron`, so a stored genome exists outside a running process for the first time (Reports/creature-export-design.md). The layout law itself is unchanged and the reserved-slot layout still makes an append lawful in all three directions -- what changed is that a *stale* file can now exist. An exported file is mostly name-addressed and survives a lawful append, but `hidden_wiring`, `hidden_outputs` and `recurrence` index hidden units positionally, so `SpeciesDef::genome_manifest` stamps `brain::genome_manifest()` on every export and both load sites refuse a mismatch. That is a provenance stamp with one load-bearing axis, not a migration: it cannot see a slot whose *meaning* changed under an unchanged name. The day a reserve fills, an actual migration is owed.
creatures:026	creatures	974	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	830	Reports/creature-direction.md					plants	Reports/creature-direction.md §13m The renewable food was not renewable	Guarded by eating_one_leaf_does_not_kill_the_tree_that_grew_it (fails against old predicate); plant slot reclamation stays a separate BFS-from-roots liveness check, still open.
creatures:027	creatures	976	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		5	650	Reports/creature-direction.md					plants	Reports/creature-direction.md §13n (spawn layout / denominator)	Fixed by scanning for a placeable cell; also 23 ants is below the population stigmergy needs (feeding rate doubled 0.30→0.58 when fixed), consistent with P-15.
creatures:028	creatures	978	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	478	Reports/creature-direction.md					worldgen	Reports/creature-direction.md §13n Moss, and three ways the economy sweep was lying (terrain)	Correct M16 moss behaviour, not a bug — any moss-dependent experiment must run on damp shaded terrain.
creatures:029	creatures	980	UNCLASSIFIED	NUMBERS	2026-08-29	2026-08-22	2026-08-29	Y		4	1439	Reports/creature-direction.md					plants	Reports/creature-direction.md §13o (beetles)	Predation cannot be a selective pressure until a predator can find prey — the recorded argument for a fear-scent channel. **RE-TESTED 2026-08-29 and the parenthesis is now false: `examples/predation_probe.rs mode=ab` on this build separates the arms on every seed it was run on.** Seed 0 over 6,000 frames: ants alive 52 -> 50, injuries 0 -> 1, deaths 0 -> 2, and 83 samples of a beetle walking around holding a piece of ant; seeds 1 and 2 likewise (29 prey-carry samples each, one injury and one death respectively). `deaths` reads 0 in every beetles:0 arm, so every death in a beetles:9 arm is an ant a beetle killed. What changed is the food model, not the beetle: S5 replaced `food: ["ant", "corpse"]` with `gut_bias` against `MaterialDef::food_class`, and `act`'s eat branch now clears the victim's cell and calls `reconcile_chain`. **The conclusion the entry draws still stands** — 2 ants of 52 against 3,161 pickups is not selection pressure — but "the mechanism never ran" is no longer the reason, and quoting it as such is now wrong.
creatures:030	creatures	982	UNCLASSIFIED	NUMBERS	2026-08-29	2026-08-29		Y		22	3152	Reports/creature-evolution-plan.md					field,plants	Reports/creature-evolution-plan.md §5 / creature-review-2026-08.md §T6 (the beetle's channel-B wiring)	Either the trail gets thicker where predators are (channel A is already 12.7x the mass over 9.1x the cells, with a nonzero along-gradient 15x as often — that is the arm to try first and it costs the same one line), or the sense stops being a two-point read. A concentration read over a neighbourhood, or a diffusion setting that smears channel B the way `DIFFUSE` was raised to 0.25 for the ant, would change the input this was rejected on. Carrion does **not** meet the condition: a corpse emits nothing on either plane, so it raises a blunderer's encounter rate without making anything findable.
creatures:031	creatures	985	TRIGGERED	NUMBERS	2026-08-22	2026-08-22		Y		7	699	Reports/creature-direction.md						Reports/creature-direction.md §13o Foraging pays, and the thing that was wrong was the horizon	Any comparison between a hard-ceiling strategy and an unbounded one must sweep or justify the horizon; the binding quantity is the fraction of ants that find food, now reported beside advantage.
creatures:032	creatures	987	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	471	Reports/creature-direction.md					plants	Reports/creature-direction.md §2c Per-creature RNG stream	Holds for anything fitness-relevant; the plant instance is on the shared-genome work's fix list.
creatures:033	creatures	989	HOLDS-WHILE	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		0	551	Reports/creature-direction.md					field,plants	Reports/creature-direction.md §3b New cell types and organism state	Holds while Cell stays a 12-byte tagged union with aux fully committed; a widened Cell or freed aux slot would reopen it.
creatures:034	creatures	991	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	364	Reports/creature-direction.md						Reports/creature-direction.md §4a (blocked-move rule) / §10 P-11	Unconditional for trail deposit.
creatures:035	creatures	993	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	393	Reports/creature-direction.md					destruction,structural	Reports/creature-direction.md §4a choose_candidate doc comment / §10 P-10	Unconditional for stigmergic movement.
creatures:036	creatures	995	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	500	Reports/creature-direction.md						Reports/creature-direction.md §4c Authored instincts + §13b (additive approximation)	Holds for any conditionality that is a product, not a sum, of inputs.
creatures:037	creatures	997	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	491	Reports/creature-direction.md					plants	Reports/creature-direction.md §7a Representation and the contract with plants	Measured on the plant genotype; holds for any positional fixed-length genome.
creatures:038	creatures	999	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	470	src/sim/brain.rs						src/sim/brain.rs BrainInput::Crowding (doc)	Per Reports/creature-direction.md P-12; holds while trail-following lacks another negative-feedback term.
creatures:039	creatures	1001	UNCLASSIFIED	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		1	625	src/sim/brain.rs						src/sim/brain.rs BrainInput::PheroAAlong (doc)	Correct for anything moving in open space (a flier, a swimmer) — rewire and re-test the laterals then. Removing the slots is forbidden by the positional genome law.
creatures:040	creatures	1003	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		2	701	src/sim/brain.rs					plants	src/sim/brain.rs fn genome_from_wiring (doc)	Holds while the brain is the fixed single-hidden-layer scaffold; the fix is authored in species data, not code.
creatures:041	creatures	1005	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	534	src/sim/brain.rs						src/sim/brain.rs module doc, heading 'Why the topology is caged'	A settled design decision; re-open only if speciation/bootstrap/readability costs are accepted deliberately.
creatures:042	creatures	1007	HOLDS-WHILE	NUMBERS	2026-08-23	2026-08-22	2026-08-23	Y		35	4576	src/sim/creature.rs		COLONY_ANT_SPACING		ascii	plants,structural,worldgen	src/sim/creature.rs colony founding constants (COLONY_ANT_SPACING doc)	Holds while creatures block each other's movement; re-test if creatures gain pass-through or climb-over.
creatures:043	creatures	1011	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		2	628	src/sim/creature.rs					destruction,field	src/sim/creature.rs comment where TUMBLE_ON_FAILED_MOVE used to be (above the failed-move reorient constant)	Holds for any creature whose move probability is below ~1; re-testable only if movement stops being probabilistic.
creatures:044	creatures	1013	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		2	646	src/sim/creature.rs						src/sim/creature.rs const PERSIST_MAX / step scoring comment ('Persistence and caution come from the brain, not from literals')	Holds while candidate scoring is dominated by those terms; any new steering constant should be a genome output, not a literal.
creatures:045	creatures	1015	UNCLASSIFIED	NUMBERS	2026-08-31	2026-08-31	2026-08-31	Y		11	1983	src/sim/creature.rs	PIXEL_PHYSICS_DIG_SPOIL				destruction,plants	src/sim/creature.rs `act`, the spoil branch - two hand-written placement rules for a dug pellet; both built, measured and withdrawn 2026-08-31	**Do not re-open this as a placement rule.** The generalisable half is that a *policy* about where an agent's output may land is a rule the agent cannot be selected on, and this engine has a genome to put it in instead. If a future need is genuinely spatial -- a species that must not backfill -- the shape is a new brain output or a sensor, not a predicate in `act`.
creatures:046	creatures	1017	HOLDS-WHILE	DATED-MEASUREMENT	2026-09-01	2026-09-01	2026-09-01	Y		1	979	src/sim/update.rs					liquids,powders,structural	src/sim/update.rs `update_powder`, the crumb rule without its "nothing beneath" gate; measured 2026-09-01	Holds while worked ground is a `Powder` the structural system never sees. The exact question is "does this piece reach the floor", which is a flood fill; the contact count is a local proxy for it and the gate is what keeps the proxy pointed at the right cells.
creatures:047	creatures	1019	UNCLASSIFIED	ARGUED-ONLY	2026-09-01	2026-09-01	2026-09-01	Y		1	1181	src/sim/update.rs					plants	`src/sim/update.rs`'s `a_lined_gallery_keeps_its_roof_and_an_unlined_one_does_not` scene, built on a bed with	Standing lesson rather than a rejection. Any hand-built bed wants a floor, and any test whose assertion is *"the void is still there"* passes for both the reason you wanted and the reason where the world fell away underneath it.
creatures:048	creatures	1021	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-31	2026-08-31	2026-08-31	Y		4	1590	src/sim/creature.rs					powders	src/sim/creature.rs `act`, the spoil branch - putting a dug pellet back	Tied to `packedsoil` being `self_supporting` and to loose powder having no repose rule that can hold a tunnel open. A material that stood up without being worked, or a placement that could not stack, re-opens the loose arm -- which is the better answer if either ever becomes true.
creatures:049	creatures	1023	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-31	2026-08-31	2026-08-31	Y		5	1111	src/sim/creature.rs					field	src/sim/creature.rs `act`, gating the spoil drop on `LightHere`; measured 2026-08-31	An honest attempt at "let the ants find the outside" that failed on the *sensor*, not on the idea. If light ever reads per cell rather than per field block, or if a dedicated in-the-open input exists, this is the first thing to try again -- and it wants to be a wired instinct on its own brain output rather than a coefficient in `act`, so a lineage can lose it.
creatures:050	creatures	1025	UNCLASSIFIED	NUMBERS	2026-08-31	2026-08-31	2026-08-31	Y		7	1237	src/sim/creature.rs					liquids,structural	src/sim/creature.rs `sense`, `BrainInput::Carrying` reading the crop alone; found 2026-08-31	Standing check rather than a rejection -- any new thing an animal can hold has to reach this input, or the `Drop` gene stops seeing it.
creatures:051	creatures	1027	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	613	src/sim/creature.rs					structural	src/sim/creature.rs fn choose_weighted (doc)	Holds for any trail-laying or gradient-following decision; the exploration floor k is part of the mechanism.
creatures:052	creatures	1029	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	814	src/sim/creature.rs					structural	src/sim/creature.rs fn head_has_foothold (doc) and step_chain ('No purchase anywhere ahead counts as blocked')	Accepted cost: ants cannot cross gaps (which real ants do not). Two fixes failing identically meant the predicate was wrong, not the tuning.
creatures:053	creatures	1031	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	563	src/sim/creature.rs					powders	src/sim/creature.rs fn head_has_foothold ('The edge of the world is not scenery')	Holds while World::get returns a solid sentinel outside bounds by design.
creatures:054	creatures	1033	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		2	600	src/sim/creature.rs						src/sim/creature.rs fn tumble ('Re-rolled among headings that have somewhere to go')	Holds for surface walkers; the extra scan of eight cells runs on a path that was about to do nothing anyway.
creatures:055	creatures	1035	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	538	src/sim/creature.rs					structural	src/sim/creature.rs step scoring ('Added, not multiplied')	Holds while the exploration floor exists in the choice function.
creatures:056	creatures	1037	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	751	src/sim/creature.rs					field,plants	src/sim/creature.rs worm tick, fleeing branch (bilinear comment) and test near 'Swept over eight world seeds'	Holds while FIELD_SCALE exceeds the candidate spacing; any coarse-grid read compared across sub-block distances re-creates the tie.
creatures:057	creatures	1039	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	621	src/sim/organism.rs						src/sim/organism.rs BodyPlan doc ('Decision D1 rejected rotation, not width')	Holds while creatures have a canonical up; arbitrary-orientation creatures (swimming, flying) would reopen the hard problem.
creatures:058	creatures	1041	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	607	src/sim/organism.rs					field	src/sim/organism.rs CellType::Head doc (and scheduler.rs ActiveKind::Creature doc)	Unconditional — organism-substrate-design.md opens on exactly this failure (a third private per-organism state solution).
creatures:059	creatures	1043	PERMANENT	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		0	630	src/sim/organism.rs					field,plants	src/sim/organism.rs CreatureDef carry-threshold field doc ('Not "below full"')	Unconditional — and a reminder that this failure is invisible in images; count deliveries.
creatures:060	creatures	1045	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		4	618	src/sim/pheromone.rs					plants	src/sim/pheromone.rs fn build_decay_lut (doc)	Holds for any decay on quantized storage; a fixed-point check belongs at construction, not in reasoning.
